,width,SRR999253,SRR999254,SRR999255
5SrRNA:CR33362,135,0,0,0
5SrRNA:CR33364,135,0,0,0
5SrRNA:CR33365,135,0,0,0
5SrRNA:CR33366,135,0,0,0
5SrRNA:CR33367,135,0,0,0
5SrRNA:CR33368,135,0,0,0
5SrRNA:CR33369,135,0,0,0
5SrRNA:CR33370,135,0,0,0
5SrRNA:CR33372,135,0,0,0
5SrRNA:CR33373,135,0,0,0
5SrRNA:CR33374,135,0,0,0
5SrRNA:CR33375,135,0,0,0
5SrRNA:CR33376,135,0,0,0
5SrRNA:CR33377,135,0,0,0
5SrRNA:CR33378,135,0,0,0
5SrRNA:CR33379,135,0,0,0
5SrRNA:CR33380,135,0,0,0
5SrRNA:CR33381,135,0,0,0
5SrRNA:CR33382,135,0,0,0
5SrRNA:CR33383,135,0,0,0
5SrRNA:CR33384,135,0,0,0
5SrRNA:CR33385,135,0,0,0
5SrRNA:CR33386,135,0,0,0
5SrRNA:CR33387,135,0,0,0
5SrRNA:CR33388,135,0,0,0
5SrRNA:CR33389,135,0,0,0
5SrRNA:CR33390,135,0,0,0
5SrRNA:CR33391,134,0,0,0
5SrRNA:CR33392,135,0,0,0
5SrRNA:CR33393,135,0,0,0
5SrRNA:CR33394,135,0,0,0
5SrRNA:CR33395,135,0,0,0
5SrRNA:CR33396,135,0,0,0
5SrRNA:CR33397,135,0,0,0
5SrRNA:CR33398,135,0,0,0
5SrRNA:CR33399,135,0,0,0
5SrRNA:CR33400,135,0,0,0
5SrRNA:CR33401,135,0,0,0
5SrRNA:CR33402,135,0,0,0
5SrRNA:CR33403,135,0,0,0
5SrRNA:CR33404,135,0,0,0
5SrRNA:CR33405,134,0,0,0
5SrRNA:CR33406,135,0,0,0
5SrRNA:CR33407,135,0,0,0
5SrRNA:CR33408,135,0,0,0
5SrRNA:CR33409,135,0,0,0
5SrRNA:CR33410,135,0,0,0
5SrRNA:CR33411,135,0,0,0
5SrRNA:CR33412,135,0,0,0
5SrRNA:CR33413,135,0,0,0
5SrRNA:CR33414,135,0,0,0
5SrRNA:CR33415,135,0,0,0
5SrRNA:CR33417,135,0,0,0
5SrRNA:CR33418,135,0,0,0
5SrRNA:CR33419,135,0,0,0
5SrRNA:CR33420,135,0,0,0
5SrRNA:CR33421,135,0,0,0
5SrRNA:CR33422,135,0,0,0
5SrRNA:CR33423,135,0,0,0
5SrRNA:CR33424,135,0,0,0
5SrRNA:CR33425,135,0,0,0
5SrRNA:CR33426,135,0,0,0
5SrRNA:CR33427,135,0,0,0
5SrRNA:CR33428,135,0,0,0
5SrRNA:CR33429,135,0,0,0
5SrRNA:CR33430,135,0,0,0
5SrRNA:CR33431,135,0,0,0
5SrRNA:CR33432,135,0,0,0
5SrRNA:CR33433,135,0,0,0
5SrRNA:CR33434,135,0,0,0
5SrRNA:CR33435,135,0,0,0
5SrRNA:CR33436,135,0,0,0
5SrRNA:CR33437,135,0,0,0
5SrRNA:CR33438,135,0,0,0
5SrRNA:CR33439,135,0,0,0
5SrRNA:CR33440,135,0,0,0
5SrRNA:CR33441,135,0,0,0
5SrRNA:CR33442,135,0,0,0
5SrRNA:CR33443,135,0,0,0
5SrRNA:CR33444,135,0,0,0
5SrRNA:CR33445,135,0,0,0
5SrRNA:CR33446,135,0,0,0
5SrRNA:CR33447,135,0,0,0
5SrRNA:CR33448,135,0,0,0
5SrRNA:CR33449,135,0,0,0
5SrRNA:CR33450,135,0,0,0
5SrRNA:CR33451,135,0,0,0
5SrRNA:CR33452,135,0,0,0
7B2,1148,1077,1094,964
7SLRNA:CR32864,299,150,172,228
7SLRNA:CR42652,299,116,112,163
825-Oak,514,0,1,0
a,5414,213,210,221
a10,567,3,1,11
A16,1366,105,73,93
a5,776,0,0,5
a6,2218,100,106,95
AANAT1,1887,1344,1370,1387
AANATL2,964,91,96,79
AANATL3,837,0,0,0
AANATL4,744,0,0,0
AANATL5,669,0,0,0
AANATL6,1013,0,0,0
AANATL7,1212,28,26,34
Aasdh,3433,57,63,59
Aatf,1703,59,43,47
aay,1529,2525,1777,2073
ab,7279,605,650,609
ABCA,7210,842,737,751
ABCB7,2743,335,294,312
ABCD,3336,1461,1307,1353
abd-A,5477,1,1,0
Abd-B,11791,1,0,1
Abi,2528,265,257,271
Abl,12819,1345,1380,1416
abo,1794,19,28,25
Abp1,2500,316,250,241
abs,1995,123,86,96
ac,917,0,0,0
Ac13E,8129,1303,1170,1166
Ac3,5172,1203,1256,1236
Ac76E,5320,554,513,493
Ac78C,6850,230,181,206
Acam,1224,0,0,0
Acbp1,525,128,102,98
Acbp2,432,407,365,371
Acbp3,436,0,0,0
Acbp4,352,2,0,0
Acbp5,337,1,0,0
Acbp6,697,0,0,2
ACC,9067,4303,3616,3499
AcCoAS,3605,3573,3183,3052
Ace,8473,4220,3929,4164
Acer,3198,528,462,440
Acf,5079,323,351,331
achi,2564,40,40,37
Achl,4441,69,51,47
acj6,4433,130,134,164
Ack,4393,386,333,348
Ack-like,7757,674,608,619
Acn,3153,741,802,815
Acox57D-d,2252,35,25,35
Acox57D-p,2552,172,158,154
Acp1,858,4795,4125,4311
Acp24A4,653,0,2,1
Acp26Aa,958,0,0,0
Acp26Ab,504,0,0,0
Acp29AB,767,0,0,0
Acp32CD,886,1,0,0
Acp33A,340,2,3,1
Acp36DE,2923,5,2,9
Acp53C14a,705,0,0,0
Acp53C14b,590,0,0,0
Acp53C14c,564,0,1,0
Acp53Ea,468,0,0,0
Acp54A1,306,1,0,2
Acp62F,479,4,3,5
Acp63F,401,2,3,1
Acp65Aa,615,23,18,34
Acp76A,1201,1,0,0
Acp95EF,243,2,5,9
Acp98AB,175,0,0,0
Acph-1,2024,127,117,107
Acsl,4902,4405,4075,3866
Act42A,1626,399,315,335
Act57B,1724,17904,15965,16696
Act5C,2978,8835,7636,7513
Act79B,1619,632,709,687
Act87E,1989,1565,1305,1395
Act88F,1595,89,80,101
Actbeta,3671,785,676,720
Actn,5272,2390,2488,2403
Actn3,1856,0,0,0
ACXA,3567,0,0,0
ACXB,3557,0,0,0
ACXC,3564,0,4,1
ACXD,4118,29,24,32
ACXE,3448,0,0,0
Acyp,570,0,0,0
Acyp2,619,63,41,54
Ada,1121,14,5,10
Ada1-1,1093,1,1,1
Ada1-2,1089,18,18,13
Ada2a,2445,100,102,81
Ada2b,2636,141,132,127
Ada3,2658,141,115,102
AdamTS-A,7745,412,320,348
AdamTS-B,3992,233,200,206
Adar,8963,2732,2598,2593
Adat1,3003,774,741,701
Adck1,2021,41,38,25
Adck5,2320,60,50,38
ADD1,6170,354,329,301
AdenoK,1905,278,284,306
Adf1,1800,263,207,219
Adgf-A,2588,179,235,157
Adgf-A2,1911,6,21,9
Adgf-B,1694,2,4,6
Adgf-C,1737,68,71,62
Adgf-D,1613,409,379,308
Adgf-E,1791,0,0,0
Adh,2254,15027,12849,12882
Adhr,2116,14980,12807,12836
Adi1,701,185,137,164
AdipoR,2899,2499,2163,2083
Adk1,1266,619,551,572
Adk2,1065,508,438,446
Adk3,1522,159,163,149
AdoR,3527,51,58,58
adp,2291,172,153,127
ADPS,2838,142,132,152
AdSL,2341,438,341,377
AdSS,1951,387,336,359
Aduk,2113,154,119,121
Ady43A,2203,124,86,108
Ae2,6616,2816,2660,2711
Aef1,4007,649,584,614
aft,2314,104,93,86
Afti,5489,616,580,612
Ag5r,1760,5,3,1
Ag5r2,849,1,0,0
AGBE,2322,923,683,697
AgmNAT,957,1,3,2
ago,5517,610,561,555
AGO1,8278,5050,4877,4891
AGO2,4144,2024,1779,1665
AGO3,3182,8,13,11
Agpat1,3904,695,642,627
Agpat2,2151,59,66,64
Agpat3,2401,1006,836,950
Agpat4,1628,84,48,72
agt,1295,160,157,153
Ahcy,2119,169,115,153
AhcyL1,3020,762,738,743
AhcyL2,1969,133,141,146
AIF,2993,205,197,191
AIMP1,1036,48,38,46
AIMP2,1150,132,97,126
AIMP3,739,84,94,77
Ak6,711,22,14,27
Akap200,3972,4555,3865,4262
Akh,536,1,3,2
AkhR,3182,173,203,154
akirin,2633,902,818,885
Akr1B,1521,1526,1160,1142
Akt1,4889,796,689,736
al,1806,0,3,1
Aladin,1888,67,47,62
AlaRS,3289,258,216,195
AlaRS-m,3233,122,100,106
Alas,1842,351,314,287
alc,1544,728,630,594
Ald1,3809,8941,8412,8384
Ald2,1983,1,0,0
Aldh,2070,4743,4203,3958
Aldh-III,3593,859,786,729
Aldh7A1,2053,335,295,281
Alg-2,1290,228,181,183
Alg1,1615,120,101,85
Alg10,1529,31,25,32
Alg11,1994,448,425,410
Alg14,696,16,21,13
Alg2,1477,72,66,77
Alg3,1704,37,32,39
Alg9,2363,64,47,54
Alh,9675,572,524,574
alien,3235,284,285,278
ALiX,2892,594,523,509
Alk,9730,2888,2673,2766
AlkB,1241,26,29,16
Alp1,1806,0,1,0
Alp10,1749,0,0,0
Alp11,1569,4,0,1
Alp12,3351,91,92,90
Alp13,1486,1,0,0
Alp2,1762,0,0,0
Alp4,2412,290,320,259
Alp5,1674,2,4,2
Alp6,1686,20,26,19
Alp7,1713,0,0,0
Alp8,2182,0,0,0
Alp9,1881,0,0,0
alph,3149,968,857,874
alpha-Cat,3487,1225,1183,1086
alpha-Catr,3007,370,382,373
alpha-Est1,2123,297,322,261
alpha-Est10,2341,174,142,130
alpha-Est2,2141,168,151,143
alpha-Est3,1932,133,110,124
alpha-Est4,1749,15,13,7
alpha-Est4aPsi,1345,0,0,0
alpha-Est5,2490,65,51,52
alpha-Est6,1836,0,0,0
alpha-Est7,2017,1338,1112,1151
alpha-Est8,2646,618,549,522
alpha-Est9,3455,518,531,515
alpha-Man-Ia,6827,1557,1416,1507
alpha-Man-Ib,3211,513,472,488
alpha-Man-Ic,1686,3,1,3
alpha-Man-IIa,4002,185,157,174
alpha-Man-IIb,6029,1163,1067,1102
alpha-PheRS,1699,120,103,106
alpha-Spec,8347,4535,4480,4313
alpha4GT1,1714,139,131,145
alpha4GT2,1520,0,0,0
alphaCOP,4078,588,546,555
alphaKap4,1509,3,0,2
alphaSnap,2070,2315,2172,2240
alphaTry,860,0,0,0
alphaTub67C,1617,5,6,2
alphaTub84B,1752,4743,4576,4361
alphaTub84D,1980,540,577,497
alphaTub85E,1560,5,7,2
Alr,1362,54,65,62
alrm,1717,708,687,654
Als2,5063,496,442,433
alt,4464,1026,1038,942
aly,2267,0,0,0
Ama,1946,21,8,17
Amacr,1335,95,97,105
amd,2224,104,89,115
amn,3953,85,77,81
Amnionless,1893,7,11,10
amon,3991,1892,1803,1772
amos,786,0,0,0
AMPdeam,6364,1937,1559,1711
Amph,3205,1982,1820,1835
AMPKalpha,2853,696,665,679
Amt,1773,3,4,6
Amun,4444,1091,994,1011
amx,1422,50,50,49
Amy-d,1606,125,101,89
Amy-p,1668,139,85,86
Amyrel,1549,13,11,13
ana,2611,127,116,124
ana1,5610,99,97,92
ana2,1432,26,21,22
ana3,6284,23,21,17
Ance,2183,153,143,151
Ance-2,2222,13,8,9
Ance-3,3426,321,306,308
Ance-4,2008,99,99,74
Ance-5,2116,178,173,141
anchor,4338,783,743,714
Andorra,947,0,1,2
angel,1230,57,51,48
Ank,6229,4261,3988,4047
Ank2,46942,16626,14461,15263
Ankle2,4080,249,234,254
anne,6511,4712,4557,4649
anox,1352,449,386,375
Anp,373,0,0,0
Ant2,1437,374,360,353
antdh,950,78,70,68
Antp,7945,28,18,29
antr,917,2,2,7
AnxB10,1247,472,375,401
AnxB11,2976,360,320,312
AnxB9,2073,1195,1087,1082
aop,5454,1021,858,945
aos,2822,407,309,329
Aos1,1167,82,63,51
AOX1,4228,591,553,510
AOX2,3950,1,1,0
AOX3,4562,587,581,562
AOX4,3832,0,1,1
ap,4320,417,421,480
AP-1-2beta,3228,847,772,788
AP-1gamma,5497,795,763,759
AP-1mu,1755,310,295,303
AP-1sigma,2026,554,512,508
AP-2alpha,4872,2040,1871,1925
AP-2mu,2025,632,626,604
AP-2sigma,751,361,312,301
Apc,8506,1164,1120,1072
APC10,867,44,38,36
Apc2,4039,72,54,82
APC4,2617,47,44,39
APC7,2312,1,3,3
ApepP,2190,155,106,133
Apf,555,33,51,38
aph-1,990,90,71,71
aPKC,6433,1571,1450,1455
Apl,3888,22,17,24
Aplip1,2411,725,698,687
apn,863,3,4,3
apolpp,11766,28033,31869,23534
Apoltp,13330,1471,1208,1162
app,9018,1229,1258,1323
APP-BP1,1867,100,150,105
Appl,6383,7188,7552,7913
Aprt,1021,49,30,38
Aps,3115,1500,1427,1453
apt,3696,126,107,104
AQP,1272,94,96,96
aqrs,1236,0,0,0
aqz,6529,11363,11033,10549
ara,2942,36,36,49
aralar1,3376,1279,1047,1046
Arc1,2371,672,617,527
Arc2,902,22,31,31
Arc42,1418,162,109,123
Archease,1222,37,44,54
Arf102F,930,436,408,414
Arf51F,2196,639,587,606
Arf79F,2442,2020,1758,1814
ArfGAP1,2085,266,201,237
ArfGAP3,2692,329,324,264
Arfip,2004,182,163,131
Arfrp1,1101,55,55,57
arg,1243,73,47,48
Argk,3504,7597,7894,7444
Argl,1982,322,331,269
ArgRS,2135,150,116,130
ArgRS-m,2748,145,111,125
ari-1,4815,1371,1353,1477
ari-2,3008,287,258,291
Arl1,863,110,109,99
Arl2,656,70,53,69
Arl4,1095,551,512,507
Arl5,1339,159,154,139
Arl6,709,8,3,4
Arl6IP1,1294,458,387,441
Arl8,1901,510,446,437
arm,3564,2242,1989,1995
armi,4162,38,54,38
Arp1,1469,464,417,394
Arp10,1536,115,100,97
Arp2,2729,456,385,337
Arp3,1983,214,193,203
Arp5,2320,77,76,78
Arp53D,1378,0,0,0
Arp6,1347,112,85,104
Arp8,2289,37,20,26
Arpc1,1732,341,284,274
Arpc2,1974,291,299,282
Arpc3A,1123,135,98,105
Arpc3B,786,9,4,2
Arpc4,712,125,101,114
Arpc5,1070,123,95,87
arr,6024,416,371,384
Arr1,2476,22331,20007,20188
Arr2,1547,24842,21446,21370
Ars2,3847,582,589,542
Art1,1528,111,109,116
Art2,1595,3,2,5
Art3,1804,50,42,45
Art4,3071,234,212,199
Art6,1101,0,0,0
Art7,2230,28,25,39
Art8,1210,22,23,15
Art9,1110,0,0,0
Arts,3694,146,153,144
aru,3445,535,455,467
Arv1,942,96,59,73
arx,892,18,12,16
ARY,1392,0,0,0
Asap,5112,725,667,671
Asator,9018,3208,2992,3311
Asciz,2002,37,30,30
ase,2430,0,1,0
asf1,1505,113,83,78
ash1,7615,429,418,442
ash2,2235,93,87,91
Ask1,5168,414,366,354
asl,3187,31,22,37
AsnRS,2375,241,232,235
AsnRS-m,1482,42,31,25
AsnS,1856,309,261,259
asp,6338,2,2,4
Asph,4157,1646,1552,1634
ASPP,5044,479,436,451
AspRS,2266,244,243,224
AspRS-m,4422,320,305,269
asrij,1067,40,39,44
asRNA:ASTR,1853,217,197,221
asRNA:CR11538,2386,4166,4641,3335
asRNA:CR17025,1940,131,131,119
asRNA:CR30267,1494,59,59,62
asRNA:CR31084,490,24,16,16
asRNA:CR31144,559,363,328,331
asRNA:CR31429,1893,48,37,43
asRNA:CR31514,3175,125,89,107
asRNA:CR31845,868,1,7,6
asRNA:CR31912,1712,128,102,123
asRNA:CR32224,936,0,0,0
asRNA:CR32252,980,50,58,45
asRNA:CR33945,1393,17,7,4
asRNA:CR42254,1372,38,26,36
asRNA:CR42547,2463,25,31,28
asRNA:CR42738,693,0,1,0
asRNA:CR42742,1114,0,0,0
asRNA:CR42743,2399,0,0,2
asRNA:CR42860,1461,82,72,92
asRNA:CR42871,2306,6,15,12
asRNA:CR43152,733,6,8,11
asRNA:CR43159,1175,0,3,2
asRNA:CR43160,1495,0,0,0
asRNA:CR43243,718,9,9,6
asRNA:CR43257,1392,8,6,8
asRNA:CR43259,1657,48,51,45
asRNA:CR43299,2907,0,0,0
asRNA:CR43413,712,28,23,24
asRNA:CR43425,3528,620,613,676
asRNA:CR43426,2340,17,13,13
asRNA:CR43429,2301,104,86,82
asRNA:CR43430,1567,33,51,42
asRNA:CR43433,616,10,4,16
asRNA:CR43454,1332,8,9,9
asRNA:CR43460,1105,3,6,9
asRNA:CR43463,2019,168,166,173
asRNA:CR43464,2447,86,99,92
asRNA:CR43465,1167,1,2,0
asRNA:CR43466,613,51,52,40
asRNA:CR43467,2813,0,0,0
asRNA:CR43468,2060,114,90,99
asRNA:CR43469,2199,70,42,43
asRNA:CR43470,1794,208,184,184
asRNA:CR43471,613,1,0,2
asRNA:CR43472,745,33,32,42
asRNA:CR43474,1097,19,17,13
asRNA:CR43476,918,2,3,3
asRNA:CR43477,865,11,18,12
asRNA:CR43478,1386,9,13,1
asRNA:CR43480,2290,133,115,96
asRNA:CR43481,2901,108,112,123
asRNA:CR43609,2230,21,19,16
asRNA:CR43614,929,42,36,32
asRNA:CR43615,814,0,0,0
asRNA:CR43629,1359,36,46,38
asRNA:CR43636,800,0,0,0
asRNA:CR43637,1117,96,81,91
asRNA:CR43683,1087,77,73,70
asRNA:CR43723,1134,7,0,9
asRNA:CR43728,458,0,0,0
asRNA:CR43730,1433,138,107,123
asRNA:CR43735,682,0,0,0
asRNA:CR43767,780,32,28,24
asRNA:CR43786,871,316,296,348
asRNA:CR43787,1952,38,38,33
asRNA:CR43806,814,54,59,55
asRNA:CR43809,1650,173,150,160
asRNA:CR43812,291,11,9,19
asRNA:CR43820,807,90,91,74
asRNA:CR43824,1398,0,0,0
asRNA:CR43833,313,37,59,51
asRNA:CR43842,1866,13,11,10
asRNA:CR43864,1659,6,7,7
asRNA:CR43865,1241,57,49,49
asRNA:CR43866,1832,95,100,70
asRNA:CR43868,546,33,21,17
asRNA:CR43872,2827,203,174,208
asRNA:CR43875,798,471,415,458
asRNA:CR43876,546,0,2,1
asRNA:CR43877,514,48,21,32
asRNA:CR43885,447,9,11,5
asRNA:CR43889,785,58,50,54
asRNA:CR43891,449,1,0,0
asRNA:CR43898,1275,14,22,16
asRNA:CR43903,683,47,57,47
asRNA:CR43906,2248,249,231,252
asRNA:CR43908,394,1,0,0
asRNA:CR43916,382,452,410,407
asRNA:CR43926,757,0,0,0
asRNA:CR43933,1287,94,100,77
asRNA:CR43936,439,72,76,82
asRNA:CR43944,1535,328,251,288
asRNA:CR43948,2589,1,0,0
asRNA:CR43957,1222,57,62,58
asRNA:CR43959,1087,62,61,52
asRNA:CR43964,1494,251,219,184
asRNA:CR43971,840,15,9,17
asRNA:CR43979,1712,145,120,113
asRNA:CR43981,543,43,35,44
asRNA:CR44018,6412,36,46,47
asRNA:CR44019,569,80,68,73
asRNA:CR44020,820,0,0,0
asRNA:CR44021,454,123,143,125
asRNA:CR44027,559,8,13,11
asRNA:CR44029,5379,1516,1572,1617
asRNA:CR44030,753,84,56,69
asRNA:CR44031,718,72,59,86
asRNA:CR44035,1602,0,0,1
asRNA:CR44045,302,21,21,22
asRNA:CR44046,1042,11,17,15
asRNA:CR44047,816,22,13,21
asRNA:CR44049,1848,138,111,121
asRNA:CR44052,650,45,35,21
asRNA:CR44053,2749,3,1,3
asRNA:CR44054,1520,247,209,220
asRNA:CR44062,1175,56,46,58
asRNA:CR44063,425,4,0,2
asRNA:CR44064,1166,26,21,16
asRNA:CR44065,1082,107,101,110
asRNA:CR44067,715,33,27,23
asRNA:CR44069,1351,90,80,98
asRNA:CR44071,351,6,3,6
asRNA:CR44083,1486,158,143,149
asRNA:CR44087,1122,1,0,0
asRNA:CR44093,442,12,17,12
asRNA:CR44095,776,5377,4729,4753
asRNA:CR44106,1154,51,50,51
asRNA:CR44107,380,40,49,42
asRNA:CR44108,223,69,39,49
asRNA:CR44114,794,307,270,277
asRNA:CR44115,676,77,66,61
asRNA:CR44116,2541,346,339,365
asRNA:CR44119,2095,107,97,97
asRNA:CR44124,371,9,6,7
asRNA:CR44130,569,0,1,0
asRNA:CR44134,875,43,26,38
asRNA:CR44137,1239,79,72,92
asRNA:CR44144,677,0,0,0
asRNA:CR44147,492,30,36,27
asRNA:CR44155,1743,0,0,0
asRNA:CR44160,535,45,27,22
asRNA:CR44165,1229,7,8,9
asRNA:CR44168,484,7,8,12
asRNA:CR44169,925,26,24,21
asRNA:CR44176,744,7,8,4
asRNA:CR44179,1978,145,127,129
asRNA:CR44181,3138,303,313,256
asRNA:CR44182,521,68,54,63
asRNA:CR44192,1156,1,0,2
asRNA:CR44201,1199,69,77,53
asRNA:CR44205,1167,41,57,50
asRNA:CR44207,1204,14,12,8
asRNA:CR44224,715,7,7,9
asRNA:CR44228,1853,102,83,69
asRNA:CR44235,557,0,0,0
asRNA:CR44237,1271,0,0,0
asRNA:CR44238,879,0,0,0
asRNA:CR44266,904,112,99,81
asRNA:CR44267,691,9,16,12
asRNA:CR44275,1501,3,0,3
asRNA:CR44287,919,0,0,0
asRNA:CR44291,823,8,5,11
asRNA:CR44293,401,0,0,0
asRNA:CR44297,353,3,7,1
asRNA:CR44304,576,0,0,0
asRNA:CR44321,550,374,329,334
asRNA:CR44340,613,24,38,33
asRNA:CR44351,1504,132,111,97
asRNA:CR44358,482,5,5,6
asRNA:CR44367,1178,25,14,11
asRNA:CR44368,1608,85,82,94
asRNA:CR44370,5545,98,80,66
asRNA:CR44372,2834,1,1,0
asRNA:CR44374,582,161,120,133
asRNA:CR44375,1374,13,14,14
asRNA:CR44381,580,1,3,2
asRNA:CR44382,480,11,7,20
asRNA:CR44386,559,7,3,5
asRNA:CR44390,3240,225,207,213
asRNA:CR44416,281,11,8,7
asRNA:CR44427,393,0,1,0
asRNA:CR44429,802,16,3,13
asRNA:CR44431,475,173,156,159
asRNA:CR44509,755,2253,1963,2105
asRNA:CR44512,729,67,47,51
asRNA:CR44592,765,0,0,0
asRNA:CR44599,582,133,106,104
asRNA:CR44600,871,9,7,9
asRNA:CR44653,375,10,2,8
asRNA:CR44690,4809,452,389,400
asRNA:CR44703,1186,0,0,0
asRNA:CR44704,1147,453,405,354
asRNA:CR44724,936,9,12,14
asRNA:CR44793,1054,19,18,20
asRNA:CR44806,402,30,36,27
asRNA:CR44807,2349,163,161,131
asRNA:CR44818,749,0,0,0
asRNA:CR44840,472,2,5,3
asRNA:CR44841,1524,91,87,93
asRNA:CR44843,860,26,29,25
asRNA:CR44847,711,54,53,40
asRNA:CR44849,931,0,0,1
asRNA:CR44850,730,606,503,543
asRNA:CR44866,324,1,3,0
asRNA:CR44872,985,136,142,112
asRNA:CR44873,734,12,14,12
asRNA:CR44891,647,25,39,27
asRNA:CR44892,1300,20,15,20
asRNA:CR44894,3114,190,181,194
asRNA:CR44896,424,23,22,22
asRNA:CR44897,1586,45,58,39
asRNA:CR44907,526,51,37,38
asRNA:CR44910,401,18,17,25
asRNA:CR44911,1320,86,63,63
asRNA:CR44958,1316,5,2,2
asRNA:CR44959,503,27,17,15
asRNA:CR44960,1078,187,153,183
asRNA:CR44961,2748,235,199,239
asRNA:CR44962,778,49,38,41
asRNA:CR44968,543,36,43,28
asRNA:CR44969,1062,1658,1465,1454
asRNA:CR44972,631,47,29,31
asRNA:CR44975,418,8,10,18
asRNA:CR44976,723,39,39,41
asRNA:CR44981,1316,150,144,152
asRNA:CR44982,549,12,7,17
asRNA:CR44984,955,76,64,73
asRNA:CR44987,2798,250,229,241
asRNA:CR44989,470,31,30,23
asRNA:CR44990,1359,189,187,165
asRNA:CR44992,1920,15,14,16
asRNA:CR44995,380,45,41,48
asRNA:CR44996,1639,72,41,53
asRNA:CR44998,1494,122,126,103
asRNA:CR45000,227,34,32,31
asRNA:CR45001,292,19,17,24
asRNA:CR45007,1602,355,363,409
asRNA:CR45008,310,1,4,5
asRNA:CR45009,659,34,27,29
asRNA:CR45015,1202,7,9,7
asRNA:CR45016,650,24,18,24
asRNA:CR45024,716,405,403,436
asRNA:CR45026,704,42,61,56
asRNA:CR45028,911,37,20,29
asRNA:CR45041,981,119,120,113
asRNA:CR45042,665,3,6,3
asRNA:CR45044,2969,81,60,56
asRNA:CR45046,5273,7,4,1
asRNA:CR45053,1042,141,116,132
asRNA:CR45056,779,52,50,44
asRNA:CR45104,1580,1,0,0
asRNA:CR45108,2167,1,0,0
asRNA:CR45121,555,38,49,50
asRNA:CR45124,528,75,94,96
asRNA:CR45126,1498,487,454,435
asRNA:CR45129,1224,8,15,15
asRNA:CR45130,1210,155,142,133
asRNA:CR45131,3670,189,176,185
asRNA:CR45132,522,25,30,32
asRNA:CR45133,1256,60,53,52
asRNA:CR45134,673,14,14,20
asRNA:CR45135,334,51,47,55
asRNA:CR45136,888,17,14,8
asRNA:CR45137,7115,28,19,19
asRNA:CR45139,1868,1,2,2
asRNA:CR45140,1244,30,23,34
asRNA:CR45141,1673,153,174,153
asRNA:CR45142,2186,247,246,236
asRNA:CR45143,351,1,1,8
asRNA:CR45144,1188,169,171,146
asRNA:CR45145,1376,151,144,166
asRNA:CR45146,829,10,17,11
asRNA:CR45149,752,88,69,60
asRNA:CR45151,1705,84,74,75
asRNA:CR45152,602,87,71,74
asRNA:CR45160,481,58,38,50
asRNA:CR45161,1034,40,41,53
asRNA:CR45162,477,3,4,3
asRNA:CR45163,438,28,31,27
asRNA:CR45164,957,90,72,72
asRNA:CR45167,1107,74,71,76
asRNA:CR45171,1024,4,0,2
